opening_name,side,num_games,ECO,last_played_date,perf_rating,avg_player,perc_player_win,perc_draw,pec_opponent_win,moves_list,move1w,move1b,move2w,move2b,move3w,move3b,move4w,move4b,perc_white_win,perc_black_win,white_odds,white_wins,black_wins
"Sicilian Defense, Nimzowitsch Variation, Advance Variation",white,1264,B29,6/29/18,2333,2289,42.8,30.2,27,"['1.e4', 'c5', '2.Nf3', 'Nf6', '3.e5']",e4,c5,Nf3,Nf6,e5,,,,42.8,27,1.585185185,540.992,341.28
"Sicilian Defense, Nimzowitsch Variation, Closed Variation",white,1833,B29,7/7/18,2257,2230,36.5,30.8,32.6,"['1.e4', 'c5', '2.Nf3', 'Nf6', '3.Nc3']",e4,c5,Nf3,Nf6,Nc3,,,,36.5,32.6,1.119631902,669.045,597.558
"Sicilian Defense, Nimzowitsch Variation, Exchange Variation",black,445,B29,7/8/18,2287,2343,29.7,29.4,40.9,"['1.e4', 'c5', '2.Nf3', 'Nf6', '3.e5', 'Nd5', '4.Nc3', 'Nxc3']",e4,c5,Nf3,Nf6,e5,Nd5,Nc3,Nxc3,40.9,29.7,1.377104377,182.005,132.165
"Sicilian Defense, Nimzowitsch Variation, Main Line",black,480,B29,7/2/18,2252,2280,23.8,32.1,44.2,"['1.e4', 'c5', '2.Nf3', 'Nf6', '3.e5', 'Nd5', '4.Nc3', 'e6', '5.Nxd5', 'exd5', '6.d4', 'Nc6']",e4,c5,Nf3,Nf6,e5,Nd5,Nc3,e6,44.2,23.8,1.857142857,212.16,114.24
"Sicilian Defense, Nimzowitsch Variation, General",black,225,B29,6/23/18,2209,2192,39.1,26.2,34.7,"['1.e4', 'c5', '2.Nf3', 'Nf6']",e4,c5,Nf3,Nf6,,,,,34.7,39.1,0.887468031,78.075,87.975
"Sicilian Defense, Nyezhmetdinov-Rossolimo Attack",white,17184,B30,7/9/18,2341,2304,41.8,30.3,27.9,"['1.e4', 'c5', '2.Nf3', 'Nc6', '3.Bb5']",e4,c5,Nf3,Nc6,Bb5,,,,41.8,27.9,1.498207885,7182.912,4794.336
"Sicilian Defense, Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",black,15311,B31,7/9/18,2234,2270,26,31.8,42.2,"['1.e4', 'c5', '2.Nf3', 'Nc6', '3.Bb5', 'g6']",e4,c5,Nf3,Nc6,Bb5,g6,,,42.2,26,1.623076923,6461.242,3980.86
"Sicilian Defense, Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Gufeld Gambit",white,270,B31,5/17/18,2389,2319,53.7,24.8,21.5,"['1.e4', 'c5', '2.Nf3', 'Nc6', '3.Bb5', 'g6', '4.O-O', 'Bg7', '5.c3', 'e5', '6.d4']",e4,c5,Nf3,Nc6,Bb5,g6,O-O,Bg7,53.7,21.5,2.497674419,144.99,58.05
"Sicilian Defense, Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Lutikov Gambit",white,210,B31,5/13/18,2370,2330,47.6,18.1,34.3,"['1.e4', 'c5', '2.Nf3', 'Nc6', '3.Bb5', 'g6', '4.O-O', 'Bg7', '5.c3', 'Nf6', '6.d4']",e4,c5,Nf3,Nc6,Bb5,g6,O-O,Bg7,47.6,34.3,1.387755102,99.96,72.03
"Sicilian Defense, Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Totsky Attack",white,167,B31,2/6/18,2391,2375,41.9,37.1,21,"['1.e4', 'c5', '2.Nf3', 'Nc6', '3.Bb5', 'g6', '4.O-O', 'Bg7', '5.c3', 'Nf6', '6.Qa4']",e4,c5,Nf3,Nc6,Bb5,g6,O-O,Bg7,41.9,21,1.995238095,69.973,35.07
"Sicilian Defense, Nyezhmetdinov-Rossolimo Attack, Gurgenidze Variation",white,139,B31,7/1/18,2376,2336,41.7,26.6,31.6,"['1.e4', 'c5', '2.Nf3', 'Nc6', '3.Bb5', 'g6', '4.O-O', 'Bg7', '5.Re1', 'e5', '6.b4']",e4,c5,Nf3,Nc6,Bb5,g6,O-O,Bg7,41.7,31.6,1.319620253,57.963,43.924
"Sicilian Defense, O'Kelly Variation",black,164,B28,6/11/18,2011,2051,51.2,15.2,33.5,"['1.e4', 'c5', '2.Nf3', 'a6']",e4,c5,Nf3,a6,,,,,33.5,51.2,0.654296875,54.94,83.968
"Sicilian Defense, O'Kelly Variation, Maroczy Bind",white,602,B28,7/9/18,2200,2138,45.7,24.9,29.4,"['1.e4', 'c5', '2.Nf3', 'a6', '3.c4']",e4,c5,Nf3,a6,c4,,,,45.7,29.4,1.554421769,275.114,176.988
"Sicilian Defense, O'Kelly Variation, Maroczy Bind, Geller Line",black,220,B28,6/26/18,2166,2225,29.6,25.4,45,"['1.e4', 'c5', '2.Nf3', 'a6', '3.c4', 'Nc6', '4.d4', 'cxd4', '5.Nxd4', 'e5']",e4,c5,Nf3,a6,c4,Nc6,d4,cxd4,45,29.6,1.52027027,99,65.12
"Sicilian Defense, O'Kelly Variation, Maroczy Bind, Paulsen Line",black,994,B28,7/7/18,2221,2257,37.6,28.3,34.1,"['1.e4', 'c5', '2.Nf3', 'a6', '3.c4', 'e6']",e4,c5,Nf3,a6,c4,e6,,,34.1,37.6,0.906914894,338.954,373.744
"Sicilian Defense, O'Kelly Variation, Maroczy Bind, Robatsch Line",black,541,B28,7/9/18,2147,2205,34.8,27.9,37.3,"['1.e4', 'c5', '2.Nf3', 'a6', '3.c4', 'd6']",e4,c5,Nf3,a6,c4,d6,,,37.3,34.8,1.07183908,201.793,188.268
"Sicilian Defense, O'Kelly Variation, Normal System",white,1916,B28,7/7/18,1979,1962,26.9,19.8,53.3,"['1.e4', 'c5', '2.Nf3', 'a6', '3.d4']",e4,c5,Nf3,a6,d4,,,,26.9,53.3,0.504690432,515.404,1021.228
"Sicilian Defense, O'Kelly Variation, Normal System, Kan Line",black,1891,B28,7/6/18,2095,2108,47.4,22.6,30,"['1.e4', 'c5', '2.Nf3', 'a6', '3.d4', 'cxd4', '4.Nxd4', 'e6']",e4,c5,Nf3,a6,d4,cxd4,Nxd4,e6,30,47.4,0.632911392,567.3,896.334
"Sicilian Defense, O'Kelly Variation, Normal System, Taimanov Line",black,368,B28,6/19/18,2031,2081,45.1,22.6,32.3,"['1.e4', 'c5', '2.Nf3', 'a6', '3.d4', 'cxd4', '4.Nxd4', 'e5']",e4,c5,Nf3,a6,d4,cxd4,Nxd4,e5,32.3,45.1,0.716186253,118.864,165.968
"Sicilian Defense, O'Kelly Variation, Quiet System",white,223,B28,6/10/18,2169,2096,35.9,25.6,38.6,"['1.e4', 'c5', '2.Nf3', 'a6', '3.d3']",e4,c5,Nf3,a6,d3,,,,35.9,38.6,0.930051813,80.057,86.078
"Sicilian Defense, O'Kelly Variation, Reti System",white,275,B28,6/21/18,2221,2191,38.5,24,37.5,"['1.e4', 'c5', '2.Nf3', 'a6', '3.g3']",e4,c5,Nf3,a6,g3,,,,38.5,37.5,1.026666667,105.875,103.125
"Sicilian Defense, O'Kelly Variation, Venice System",white,1933,B28,7/5/18,2268,2213,40,30.8,29.2,"['1.e4', 'c5', '2.Nf3', 'a6', '3.c3']",e4,c5,Nf3,a6,c3,,,,40,29.2,1.369863014,773.2,564.436
"Sicilian Defense, O'Kelly Variation, Venice System, Barcza Line",black,204,B28,6/30/18,2146,2233,30.9,25,44.1,"['1.e4', 'c5', '2.Nf3', 'a6', '3.c3', 'Nf6']",e4,c5,Nf3,a6,c3,Nf6,,,44.1,30.9,1.427184466,89.964,63.036
"Sicilian Defense, O'Kelly Variation, Venice System, Gambit line",black,105,B28,10/30/17,2203,2230,26.7,26.7,46.7,"['1.e4', 'c5', '2.Nf3', 'a6', '3.c3', 'd5', '4.exd5', 'Nf6']",e4,c5,Nf3,a6,c3,d5,exd5,Nf6,46.7,26.7,1.74906367,49.035,28.035
"Sicilian Defense, O'Kelly Variation, Venice System, Steiner Line",black,410,B28,6/29/18,2112,2164,30.2,28.1,41.7,"['1.e4', 'c5', '2.Nf3', 'a6', '3.c3', 'd6']",e4,c5,Nf3,a6,c3,d6,,,41.7,30.2,1.380794702,170.97,123.82
"Sicilian Defense, O'Kelly Variation, Yerevan System",white,840,B28,7/9/18,2213,2178,37.6,25.2,37.1,"['1.e4', 'c5', '2.Nf3', 'a6', '3.Nc3']",e4,c5,Nf3,a6,Nc3,,,,37.6,37.1,1.013477089,315.84,311.64
"Sicilian Defense, Old Sicilian, General",black,16093,B30,7/9/18,2189,2195,36,27.8,36.3,"['1.e4', 'c5', '2.Nf3', 'Nc6']",e4,c5,Nf3,Nc6,,,,,36.3,36,1.008333333,5841.759,5793.48
"Sicilian Defense, Old Sicilian, Normal",black,2327,B33,7/7/18,2068,2105,36,21.7,42.2,"['1.e4', 'c5', '2.Nf3', 'Nc6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6']",e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,Nf6,42.2,36,1.172222222,981.994,837.72
"Sicilian Defense, Old Sicilian, Open",white,1656,B32,7/7/18,2047,2010,52.7,21.6,25.7,"['1.e4', 'c5', '2.Nf3', 'Nc6', '3.d4']",e4,c5,Nf3,Nc6,d4,,,,52.7,25.7,2.050583658,872.712,425.592
"Sicilian Defense, Paulsen Variation",black,7079,B46,7/5/18,2280,2330,28.5,33.3,38.2,"['1.e4', 'c5', '2.Nf3', 'e6', '3.d4', 'cxd4', '4.Nxd4', 'Nc6', '5.Nc3', 'a6']",e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,38.2,28.5,1.340350877,2704.178,2017.515
"Sicilian Defense, Paulsen Variation, American Attack",white,203,B45,6/30/18,2026,2025,37,21.2,41.9,"['1.e4', 'c5', '2.Nf3', 'e6', '3.d4', 'cxd4', '4.Nxd4', 'Nc6', '5.Nc3', 'Nf6', '6.Ndb5', 'Bb4', '7.Nd6+']",e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,37,41.9,0.883054893,75.11,85.057
"Sicilian Defense, Paulsen Variation, Bastrikov Variation",black,13143,B47,7/9/18,2321,2355,31.5,34.6,33.8,"['1.e4', 'c5', '2.Nf3', 'e6', '3.d4', 'cxd4', '4.Nxd4', 'Nc6', '5.Nc3', 'Qc7']",e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,33.8,31.5,1.073015873,4442.334,4140.045
"Sicilian Defense, Paulsen Variation, Bastrikov Variation",white,2635,B49,7/4/18,2250,2222,31,31.7,37.3,"['1.e4', 'c5', '2.Nf3', 'e6', '3.d4', 'cxd4', '4.Nxd4', 'Nc6', '5.Nc3', 'Qc7', '6.Be3', 'a6', '7.Be2']",e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,31,37.3,0.831099196,816.85,982.855
"Sicilian Defense, Paulsen Variation, Bastrikov Variation",white,5201,B48,7/9/18,2358,2321,34.3,31.8,33.9,"['1.e4', 'c5', '2.Nf3', 'e6', '3.d4', 'cxd4', '4.Nxd4', 'Nc6', '5.Nc3', 'Qc7', '6.Be3']",e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,34.3,33.9,1.01179941,1783.943,1763.139
"Sicilian Defense, Paulsen Variation, Bastrikov Variation, English Attack",white,3710,B48,7/5/18,2389,2352,39.5,28.6,32,"['1.e4', 'c5', '2.Nf3', 'e6', '3.d4', 'cxd4', '4.Nxd4', 'Nc6', '5.Nc3', 'Qc7', '6.Be3', 'a6', '7.Qd2']",e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,39.5,32,1.234375,1465.45,1187.2
"Sicilian Defense, Paulsen Variation, Bastrikov Variation, Ponomariov Gambit",white,163,B48,6/21/18,2274,2194,39.9,22.1,38,"['1.e4', 'c5', '2.Nf3', 'e6', '3.d4', 'cxd4', '4.Nxd4', 'Nc6', '5.Nc3', 'Qc7', '6.Ndb5', 'Qb8', '7.Be3', 'a6', '8.Bb6']",e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,39.9,38,1.05,65.037,61.94
"Sicilian Defense, Paulsen Variation, General",black,3859,B44,7/6/18,2129,2162,47.6,24.9,27.5,"['1.e4', 'c5', '2.Nf3', 'e6', '3.d4', 'cxd4', '4.Nxd4', 'Nc6']",e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,27.5,47.6,0.577731092,1061.225,1836.884
"Sicilian Defense, Paulsen Variation, Modern Line",black,989,B44,6/19/18,2368,2392,32.5,35.6,31.9,"['1.e4', 'c5', '2.Nf3', 'e6', '3.d4', 'cxd4', '4.Nxd4', 'Nc6', '5.Nb5', 'd6', '6.c4', 'Nf6', '7.N1c3', 'a6', '8.Na3', 'Be7', '9.Be2', 'O-O', '10.O-O', 'b6']",e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,31.9,32.5,0.981538462,315.491,321.425
"Sicilian Defense, Paulsen Variation, Normal Variation",white,2478,B45,7/6/18,2370,2311,42.5,28,29.5,"['1.e4', 'c5', '2.Nf3', 'e6', '3.d4', 'cxd4', '4.Nxd4', 'Nc6', '5.Nc3']",e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,42.5,29.5,1.440677966,1053.15,731.01
"Sicilian Defense, Paulsen Variation, Szen Variation",white,3456,B44,7/9/18,2311,2284,33,33.5,33.5,"['1.e4', 'c5', '2.Nf3', 'e6', '3.d4', 'cxd4', '4.Nxd4', 'Nc6', '5.Nb5']",e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,33,33.5,0.985074627,1140.48,1157.76
"Sicilian Defense, Paulsen Variation, Taimanov Variation",black,468,B46,6/9/18,2308,2379,26.3,34,39.7,"['1.e4', 'c5', '2.Nf3', 'e6', '3.d4', 'cxd4', '4.Nxd4', 'Nc6', '5.Nc3', 'a6', '6.Be2', 'Nge7']",e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,39.7,26.3,1.509505703,185.796,123.084
"Sicilian Defense, Paulsen-Basman Defense",black,715,B40,7/3/18,2144,2184,33.6,24.8,41.7,"['1.e4', 'c5', '2.Nf3', 'e6', '3.d4', 'cxd4', '4.Nxd4', 'Bc5']",e4,c5,Nf3,e6,d4,cxd4,Nxd4,Bc5,41.7,33.6,1.241071429,298.155,240.24
"Sicilian Defense, Pin Variation",black,644,B40,6/21/18,2005,2030,43.3,19.1,37.6,"['1.e4', 'c5', '2.Nf3', 'e6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Bb4']",e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nf6,37.6,43.3,0.868360277,242.144,278.852
"Sicilian Defense, Pin Variation, Koch Variation",white,757,B40,6/29/18,2317,2233,56.4,21.4,22.2,"['1.e4', 'c5', '2.Nf3', 'e6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Bb4', '6.e5']",e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nf6,56.4,22.2,2.540540541,426.948,168.054
"Sicilian Defense, Prins Variation",white,3503,B54,7/5/18,2285,2255,42.1,31.9,26,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.f3']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,42.1,26,1.619230769,1474.763,910.78
"Sicilian Defense, Prins Variation, Venice Attack",white,618,B55,7/9/18,2311,2253,41.4,29.1,29.4,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.f3', 'e5', '6.Bb5+']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,41.4,29.4,1.408163265,255.852,181.692
"Sicilian Defense, Richter-Rauzer Variation",white,267,B62,6/23/18,2407,2374,38.6,31.8,29.6,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5', 'e6', '7.Qd3']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,38.6,29.6,1.304054054,103.062,79.032
"Sicilian Defense, Richter-Rauzer Variation, Classical Variation",black,2388,B63,6/26/18,2292,2331,28.9,27.6,43.5,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5', 'e6', '7.Qd2', 'Be7']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,43.5,28.9,1.505190311,1038.78,690.132
"Sicilian Defense, Richter-Rauzer Variation, Classical Variation",white,829,B64,6/27/18,2441,2383,39.8,35.3,24.9,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5', 'e6', '7.Qd2', 'Be7', '8.O-O-O', 'O-O', '9.f4']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,39.8,24.9,1.598393574,329.942,206.421
"Sicilian Defense, Richter-Rauzer Variation, Classical Variation",white,1614,B65,6/20/18,2440,2393,36.9,39.6,23.4,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5', 'e6', '7.Qd2', 'Be7', '8.O-O-O', 'O-O', '9.f4', 'Nxd4', '10.Qxd4']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,36.9,23.4,1.576923077,595.566,377.676
"Sicilian Defense, Richter-Rauzer Variation, Classical Variation, Kantscher Line",black,513,B66,2/17/18,2381,2437,25.5,39,35.5,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5', 'e6', '7.Qd2', 'Be7', '8.O-O-O', 'Nxd4', '9.Qxd4', 'a6', '10.f4', 'b5']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,35.5,25.5,1.392156863,182.115,130.815
"Sicilian Defense, Richter-Rauzer Variation, Dragon Variation",black,208,B60,5/21/18,2267,2311,23.6,33.6,42.8,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5', 'g6']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,42.8,23.6,1.813559322,89.024,49.088
"Sicilian Defense, Richter-Rauzer Variation, General",white,2120,B60,7/8/18,2302,2265,37.5,26.9,35.6,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,37.5,35.6,1.053370787,795,754.72
"Sicilian Defense, Richter-Rauzer Variation, Ivanov Variation",black,630,B63,6/3/18,2371,2417,29.1,37.9,33,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5', 'e6', '7.Qd2', 'Qb6']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,33,29.1,1.134020619,207.9,183.33
"Sicilian Defense, Richter-Rauzer Variation, Modern Variation",black,867,B60,7/3/18,2291,2335,30.2,30.6,39.2,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5', 'Bd7']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,39.2,30.2,1.298013245,339.864,261.834
"Sicilian Defense, Richter-Rauzer Variation, Modern Variation",white,1972,B61,7/6/18,2397,2341,39.5,32.9,27.7,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5', 'Bd7', '7.Qd2']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,39.5,27.7,1.42599278,778.94,546.244
"Sicilian Defense, Richter-Rauzer Variation, Neo-Modern Variation",black,611,B68,6/16/18,2283,2350,32.7,27.2,40.1,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5', 'e6', '7.Qd2', 'a6', '8.O-O-O', 'Bd7', '9.f4', 'Be7']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,40.1,32.7,1.226299694,245.011,199.797
"Sicilian Defense, Richter-Rauzer Variation, Neo-Modern Variation",black,5127,B67,7/8/18,2337,2384,31.8,29.4,38.8,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5', 'e6', '7.Qd2', 'a6', '8.O-O-O', 'Bd7']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,38.8,31.8,1.220125786,1989.276,1630.386
"Sicilian Defense, Richter-Rauzer Variation, Neo-Modern Variation, Early deviations",black,4613,B62,7/8/18,2344,2382,30.8,32.3,36.9,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5', 'e6', '7.Qd2', 'a6']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,36.9,30.8,1.198051948,1702.197,1420.804
"Sicilian Defense, Richter-Rauzer Variation, Neo-Modern Variation, Nyezhmetdinov Attack",white,447,B69,7/6/18,2487,2431,40.3,34.5,25.3,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5', 'e6', '7.Qd2', 'a6', '8.O-O-O', 'Bd7', '9.f4', 'Be7', '10.Nf3', 'b5', '11.Bxf6']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,40.3,25.3,1.592885375,180.141,113.091
"Sicilian Defense, Richter-Rauzer Variation, Traditional Variation",white,369,B63,7/2/18,2361,2323,37.4,32.5,30.1,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5', 'e6', '7.Qd2']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,37.4,30.1,1.242524917,138.006,111.069
"Sicilian Defense, Richter-Rauzer Variation, Vitolins Variation",white,417,B62,6/23/18,2320,2293,33.3,32.1,34.5,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5', 'e6', '7.Bb5']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,33.3,34.5,0.965217391,138.861,143.865
"Sicilian Defense, Scheveningen Variation",black,3650,B80,6/29/18,2199,2229,38,24.9,37.1,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,37.1,38,0.976315789,1354.15,1387
"Sicilian Defense, Scheveningen Variation, Classical Variation",black,7620,B84,7/6/18,2233,2262,34.8,29,36.1,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.Be2', 'a6']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,36.1,34.8,1.037356322,2750.82,2651.76
"Sicilian Defense, Scheveningen Variation, Classical Variation",black,1312,B84,7/3/18,2283,2314,37.4,26.4,36.1,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.Be2', 'a6', '7.O-O', 'Qc7']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,36.1,37.4,0.965240642,473.632,490.688
"Sicilian Defense, Scheveningen Variation, Classical Variation, General",white,2311,B83,6/29/18,2300,2275,33.8,32.5,33.7,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.Be2']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,33.8,33.7,1.002967359,781.118,778.807
"Sicilian Defense, Scheveningen Variation, Classical Variation, Paulsen Variation",white,697,B85,5/5/18,2402,2344,41.3,32.7,26,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.Be2', 'a6', '7.O-O', 'Qc7', '8.f4', 'Nc6', '9.Be3']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,41.3,26,1.588461538,287.861,181.22
"Sicilian Defense, Scheveningen Variation, Classical Variation, Paulsen Variation",white,283,B85,11/25/17,2390,2364,38.2,33.2,28.6,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.Be2', 'a6', '7.O-O', 'Qc7', '8.f4', 'Nc6', '9.Kh1', 'Be7', '10.a4']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,38.2,28.6,1.335664336,108.106,80.938
"Sicilian Defense, Scheveningen Variation, Delayed Keres Attack",white,1247,B81,7/6/18,2417,2360,45.6,26.1,28.3,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.Be3', 'a6', '7.g4']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,45.6,28.3,1.61130742,568.632,352.901
"Sicilian Defense, Scheveningen Variation, Delayed Keres Attack, Perenyi Gambit",white,197,B81,4/7/18,2463,2409,47.2,22.8,29.9,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.Be3', 'a6', '7.g4', 'e5', '8.Nf5', 'g6', '9.g5']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,47.2,29.9,1.578595318,92.984,58.903
"Sicilian Defense, Scheveningen Variation, English Attack",white,788,B80,7/8/18,2328,2284,41.8,22.3,35.9,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.Be3', 'a6', '7.Qd2']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,41.8,35.9,1.164345404,329.384,282.892
"Sicilian Defense, Scheveningen Variation, English Attack",white,4994,B80,7/5/18,2280,2239,43.1,21.7,35.3,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.Be3', 'a6', '7.f3']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,43.1,35.3,1.220963173,2152.414,1762.882
"Sicilian Defense, Scheveningen Variation, Fianchetto Variation",white,1403,B80,7/8/18,2354,2333,33.8,34.9,31.3,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.g3']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,33.8,31.3,1.079872204,474.214,439.139
"Sicilian Defense, Scheveningen Variation, Keres Attack",white,5228,B81,7/7/18,2423,2353,46.7,28,25.3,"['1.e4', 'c5', '2.Nf3', 'd6', '3.d4', 'cxd4', '4.Nxd4', 'Nf6', '5.Nc3', 'e6', '6.g4']",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,46.7,25.3,1.845849802,2441.476,1322.684
